person_id,person_num,is_participant,has_proxy,relationship,age,age_fv,phone_type,race_1,race_2,race_3,race_4,race_5,race_997,race_999,race_other,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_997,ethnicity_999,ethnicity_other,language_at_home,gender,disability,employment,participate,num_jobs,job_type,work_lon,work_lat,work_in_region,work_bg_2010,work_bg_2020,work_county,work_state,work_puma_2010,work_puma_2020,work_mode,telework_freq,commute_freq,commute_subsidy_1,commute_subsidy_2,commute_subsidy_3,commute_subsidy_4,commute_subsidy_5,commute_subsidy_6,commute_subsidy_7,commute_subsidy_8,commute_subsidy_9,commute_subsidy_10,commute_subsidy_11,commute_subsidy_996,commute_subsidy_997,commute_subsidy_998,commute_subsidy_other,commute_subsidy_use_1,commute_subsidy_use_2,commute_subsidy_use_3,commute_subsidy_use_4,commute_subsidy_use_5,commute_subsidy_use_6,commute_subsidy_use_7,commute_subsidy_use_8,commute_subsidy_use_9,commute_subsidy_use_10,commute_subsidy_use_11,commute_subsidy_use_996,industry,industry_other,education,student,school_lon,school_lat,school_in_region,school_bg_2010,school_bg_2020,school_county,school_state,school_puma_2010,school_puma_2020,school_attend,school_freq,remote_class_freq,school_mode,school_type,second_home,second_home_lon,second_home_lat,second_home_in_region,second_home_bg_2010,second_home_county,second_home_state,second_home_puma_2010,second_home_bg_2020,second_home_puma_2020,can_drive,vehicle,home_vehicle_park_1,home_vehicle_park_2,home_vehicle_park_3,home_vehicle_park_pay,transit_freq,transit_pass_cost,transit_pass_ownership,transit_cost,share_1,share_2,share_3,share_4,share_5,share_6,share_7,share_8,share_996,tnc_freq,bikeshare_freq,carshare_freq,peerrent_freq,scootshare_freq,vanpool_freq,mopedshare_freq,bike_freq,bike_store_1,bike_store_2,bike_store_3,bike_store_4,bike_store_5,bike_store_6,bike_store_7,bike_store_997,micromobility_devices_1,micromobility_devices_2,micromobility_devices_3,micromobility_devices_4,micromobility_devices_5,micromobility_devices_6,micromobility_devices_7,micromobility_devices_997,micromobility_devices_999,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_997,barriers_999,ev_purchase,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_997,hh_id,person_weight
2200020201,1,1,0,0,10,12,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,4,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22000202,49.7437776835713
2200027501,1,1,0,0,9,11,2,0,1,0,0,1,0,0,,0,1,0,0,0,0,,0,2,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,6,995,0,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22000275,423.047689706155
2200028001,1,1,0,0,5,5,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,3,,,995,,,,,,,995,995,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,13,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,1,0,7,995,0,,1,0,0,1,0,1,0,0,0,7,7,995,995,7,995,995,7,995,995,995,995,995,995,995,995,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000280,420.889125965101
2200028301,1,1,0,0,7,7,995,0,0,0,0,0,0,1,,0,1,0,0,0,0,,1,1,1,2,1,1,1,-117.12503,32.82991,1,60730085111,60730085111,6073,6,7315,7315,100,996,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,7,,5,3,,,995,,,,,,,995,995,5,995,997,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000283,415.718706947686
2200028302,2,1,0,3,10,12,3,0,0,0,0,0,0,1,,0,0,0,0,0,1,,1,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,2,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,3,995,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,22000283,415.718706947686
2200029001,1,1,0,0,8,10,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,1,-117.13843,32.80922,1,60730093013,60730093013,6073,6,7315,7315,100,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,17,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000290,8.7039428593164
2200029002,2,1,0,1,9,11,2,0,0,0,0,0,0,1,,0,0,0,0,0,1,,1,2,0,3,1,1,5,-117.27002,32.98816,1,60730173043,60730173072,6073,6,7309,7309,100,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,13,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,0,0,1,0,7,995,0,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22000290,8.7039428593164
2200030801,1,1,0,0,5,5,2,0,0,0,0,1,0,0,,0,1,0,0,0,0,,1,1,0,6,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,3,995,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,22000308,104.127584359827
2200030802,2,1,0,3,8,10,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,,1,2,0,1,0,1,1,-117.10316,33.11518,1,60730203072,60730203131,6073,6,7305,7305,100,996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,9,,2,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000308,104.127584359827
2200030803,3,1,0,4,5,5,2,0,0,0,0,1,0,0,,0,1,0,0,0,0,,1,1,0,6,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000308,104.127584359827
2200030804,4,1,0,4,4,4,2,0,0,0,0,1,0,0,,0,1,0,0,0,0,,1,1,0,2,0,1,3,,,995,,,,,,,995,995,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,16,,5,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,3,995,995,995,995,995,996,995,995,,1,0,0,0,0,0,0,0,0,4,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,22000308,104.127584359827
2200030805,5,1,0,3,8,9,2,0,0,0,0,1,0,0,,0,1,0,0,0,0,,1,1,0,5,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,2,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,3,995,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,22000308,104.127584359827
2200030901,1,1,0,0,6,6,2,0,0,1,0,0,0,0,,1,0,0,0,0,0,,1,1,0,2,1,1,1,-117.17694,32.82165,1,60730085074,60730085074,6073,6,7315,7315,100,996,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,16,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,0,1,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000309,1760.24331018509
2200030902,2,1,0,1,6,6,2,0,0,1,0,0,0,0,,1,0,0,0,0,0,,1,2,0,1,1,1,3,,,995,,,,,,,995,995,995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,13,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,996,0,0,1,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22000309,1760.24331018509
2200031901,1,1,0,0,7,8,995,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,5,-117.09029,33.01555,1,60730170321,60730170711,6073,6,7309,7309,100,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,19,,7,3,,,995,,,,,,,995,995,996,995,13,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22000319,4482.35159514235
2200031902,2,1,0,1,7,7,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,2,0,1,0,1,5,-117.20569,32.88217,1,60730083391,60730083391,6073,6,7312,7312,100,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,19,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,7,1,1,6,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22000319,4482.35159514235
2200031903,3,0,1,2,3,3,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,1,995,5,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.05174,32.79779,1,60730097065,60730097065,6073,6,7314,7314,1,2,996,100,7,0,,,995,,,,,,,1,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22000319,4482.35159514235
2200032601,1,1,0,0,6,6,995,0,0,0,0,0,0,1,,0,0,0,0,0,1,,0,2,1,3,1,1,3,,,995,,,,,,,995,995,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,3,,2,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,3,995,995,995,995,995,4,1,1,72,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,22000326,6.75804033058925
2200035601,1,1,0,0,5,5,1,0,0,0,0,0,1,0,Hispanic/Latinx - Cuban,0,0,0,1,0,0,,1,1,0,1,1,1,1,-117.20908,32.87782,1,60730083391,60730083391,6073,6,7312,7312,100,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,997,scientist at research facility ,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,0,1,0,0,6,1,1,5,1,0,0,0,0,0,0,0,0,6,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,995,995,995,995,995,995,995,22000356,139.525870026285
2200035602,2,1,0,1,5,5,2,0,0,0,0,0,1,0,hispanic,0,0,0,0,1,0,cuban ,1,2,0,1,1,1,1,-117.23956,32.89936,1,60730083391,60730083391,6073,6,7312,7312,100,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,997,research scientist,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,995,995,995,995,6,1,1,5,1,0,0,0,0,0,0,0,0,6,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,1,995,995,995,995,995,995,995,22000356,139.525870026285
2200036301,1,1,0,0,7,8,995,1,0,0,0,0,0,0,,1,0,0,0,0,0,,0,2,0,1,0,2,1,-117.04373,32.93365,1,60730170492,60730170492,6073,6,7308,7308,100,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,9,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,0,1,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,995,995,995,995,995,995,995,22000363,34.6700066516783
2200047401,1,1,0,0,7,7,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,1,2,0,1,1,1,5,-117.16064,32.7174,1,60730053001,60730053011,6073,6,7316,7316,100,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,13,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,1,0,1,0,0,0,0,0,0,7,995,995,7,995,995,995,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,995,1,0,0,0,0,0,0,22000474,268.934649302735
2200047402,2,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.12123,33.13932,1,60730200253,60730200253,6073,6,7305,7305,1,2,996,100,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22000474,268.934649302735
2200047403,3,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.16081,33.14039,1,60730200231,60730200231,6073,6,7305,7305,1,7,996,104,3,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22000474,268.934649302735
2200047404,4,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.16081,33.14039,1,60730200231,60730200231,6073,6,7305,7305,1,7,996,104,3,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22000474,268.934649302735
2200047405,5,1,0,1,6,6,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,1,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,0,1,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,995,1,0,0,0,0,0,0,22000474,268.934649302735
2200050901,1,1,0,0,5,5,995,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,5,-117.28753,33.13993,1,60730221001,60730221012,6073,6,7304,7304,100,4,4,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,9,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22000509,543.253048017671
