person_id,person_num,is_participant,has_proxy,relationship,age,age_fv,phone_type,race_1,race_2,race_3,race_4,race_5,race_997,race_999,race_other,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_997,ethnicity_999,ethnicity_other,language_at_home,gender,disability,employment,participate,num_jobs,job_type,work_lon,work_lat,work_in_region,work_bg_2010,work_bg_2020,work_county,work_state,work_puma_2010,work_puma_2020,work_mode,telework_freq,commute_freq,commute_subsidy_1,commute_subsidy_2,commute_subsidy_3,commute_subsidy_4,commute_subsidy_5,commute_subsidy_6,commute_subsidy_7,commute_subsidy_8,commute_subsidy_9,commute_subsidy_10,commute_subsidy_11,commute_subsidy_996,commute_subsidy_997,commute_subsidy_998,commute_subsidy_other,commute_subsidy_use_1,commute_subsidy_use_2,commute_subsidy_use_3,commute_subsidy_use_4,commute_subsidy_use_5,commute_subsidy_use_6,commute_subsidy_use_7,commute_subsidy_use_8,commute_subsidy_use_9,commute_subsidy_use_10,commute_subsidy_use_11,commute_subsidy_use_996,industry,industry_other,education,student,school_lon,school_lat,school_in_region,school_bg_2010,school_bg_2020,school_county,school_state,school_puma_2010,school_puma_2020,school_attend,school_freq,remote_class_freq,school_mode,school_type,second_home,second_home_lon,second_home_lat,second_home_in_region,second_home_bg_2010,second_home_county,second_home_state,second_home_puma_2010,second_home_bg_2020,second_home_puma_2020,can_drive,vehicle,home_vehicle_park_1,home_vehicle_park_2,home_vehicle_park_3,home_vehicle_park_pay,transit_freq,transit_pass_cost,transit_pass_ownership,transit_cost,share_1,share_2,share_3,share_4,share_5,share_6,share_7,share_8,share_996,tnc_freq,bikeshare_freq,carshare_freq,peerrent_freq,scootshare_freq,vanpool_freq,mopedshare_freq,bike_freq,bike_store_1,bike_store_2,bike_store_3,bike_store_4,bike_store_5,bike_store_6,bike_store_7,bike_store_997,micromobility_devices_1,micromobility_devices_2,micromobility_devices_3,micromobility_devices_4,micromobility_devices_5,micromobility_devices_6,micromobility_devices_7,micromobility_devices_997,micromobility_devices_999,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_997,barriers_999,ev_purchase,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_997,hh_id,person_weight
2201382403,3,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,1,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.08444,32.90806,1,60730170473,60730170473,6073,6,7308,7308,1,2,996,1,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22013824,217.813087250193
2201397601,1,1,0,0,6,6,995,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,995,995,995,995,995,5,2,1,,1,0,0,0,0,0,0,0,0,6,995,995,995,995,995,995,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,22013976,226.78961239135
2201398901,1,1,0,0,7,8,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,3,1,1,3,,,995,,,,,,,995,995,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,6,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,7,995,0,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22013989,7.86691144381866
2201405901,1,1,0,0,6,6,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,2,,,995,,,,,,,100,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,3,,4,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22014059,1359.98365898143
2201405902,2,1,0,1,6,6,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,5,-117.32687,33.12682,1,60730178132,60730178132,6073,6,7304,7304,2,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,18,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,1,0,996,995,995,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,995,995,995,995,995,995,995,22014059,1359.98365898143
2201405903,3,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.32908,33.23859,1,60730186131,60730186131,6073,6,7301,7301,1,2,996,2,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22014059,1359.98365898143
2201405904,4,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.32908,33.23859,1,60730186131,60730186131,6073,6,7301,7301,1,2,996,2,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22014059,1359.98365898143
2201405905,5,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.32908,33.23859,1,60730186131,60730186131,6073,6,7301,7301,1,2,996,2,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22014059,1359.98365898143
2201409101,1,1,0,0,10,13,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,7,995,0,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,22014091,261.495898469168
2201420401,1,1,0,0,10,13,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,1,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22014204,573.457389201746
2201428901,1,1,0,0,7,8,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,5,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,0,1,0,0,7,2,1,,1,0,0,0,0,0,0,0,0,6,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014289,315.918716467538
2201429501,1,1,0,0,10,12,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,1,5,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,995,995,995,995,995,995,995,22014295,823.254451868773
2201457201,1,1,0,0,10,13,995,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,5,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014572,512.483558874636
2201458701,1,1,0,0,10,12,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,3,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22014587,50.333935314738
2201466801,1,1,0,0,6,6,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,1,-117.08649,32.74349,1,60730027091,60730027091,6073,6,7317,7317,100,996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,4,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014668,2744.86171646789
2201466802,2,1,0,1,6,6,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,2,1,1,3,,,995,,,,,,,995,995,995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,10,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,3,995,995,995,995,995,995,995,22014668,2744.86171646789
2201466803,3,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-116.98226,32.85131,1,60730166151,60730166152,6073,6,7313,7313,1,2,996,100,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22014668,2744.86171646789
2201466804,4,0,1,2,1,1,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-116.92544,32.73038,1,60730213032,60730213052,6073,6,7319,7319,1,4,996,100,3,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22014668,2744.86171646789
2201482001,1,1,0,0,8,9,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,1,6,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,999,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014820,7058.84789283742
2201482002,2,1,0,1,8,10,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,0,1,2,,,995,,,,,,,100,996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,5,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22014820,7058.84789283742
2201482801,1,1,0,0,10,13,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014828,537.884012636549
2201498201,1,1,0,0,5,5,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,5,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22014982,20.6657935921857
2201498202,2,1,0,1,6,6,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,3,1,1,1,-117.03392,32.77275,1,60730148062,60730148062,6073,6,7314,7314,100,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,995,995,995,995,995,995,995,995,995,995,995,995,14,,3,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,7,995,0,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,995,995,995,995,995,995,995,22014982,20.6657935921857
2201514601,1,1,0,0,9,11,995,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,995,995,995,995,995,995,995,22015146,818.466314072446
2201514602,2,1,0,1,9,11,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,0,1,5,-117.12068,32.83023,1,60730085111,60730085111,6073,6,7315,7315,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,17,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,7,995,0,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015146,818.466314072446
2201515301,1,1,0,0,8,10,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,999,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,3,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,995,995,995,995,995,995,995,22015153,339.298642836425
2201518801,1,1,0,0,10,12,995,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,1,-116.89754,34.24098,0,60710112032,6071,6,7104,60710112032,7104,1,6,1,0,0,0,7,995,0,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22015188,236.545897638029
2201521501,1,1,0,0,7,7,995,0,0,0,0,1,0,0,,1,0,0,0,0,0,,1,2,0,1,1,1,5,-117.23773,32.94976,1,60730083291,60730083692,6073,6,7311,7311,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,7,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,7,995,0,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,995,1,0,0,0,0,0,0,22015215,18.4756998925587
2201521502,2,1,0,1,7,7,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,1,1,0,1,1,1,5,-117.24813,33.07676,1,60730200163,60730200355,6073,6,7304,7304,104,2,6,1,0,0,0,0,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,19,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,6,6,995,995,995,995,995,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,1,0,0,0,0,0,0,22015215,18.4756998925587
2201523401,1,1,0,0,5,5,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,3,,,995,,,,,,,995,995,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,997,Biotech/pharmaceuticals,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015234,31.2679582489988
2201523402,2,1,0,1,5,5,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,5,-117.90905,33.6905,0,60590639072,60590639101,6059,6,5918,5918,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,13,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,995,995,995,995,996,995,995,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015234,31.2679582489988
2201527001,1,1,0,0,7,8,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,2,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,995,995,995,995,995,995,995,22015270,422.340777905579
2201527501,1,1,0,0,5,5,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,5,-117.13035,32.8335,1,60730085111,60730085111,6073,6,7315,7315,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,5,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015275,162.721232637982
2201527502,2,1,0,1,5,5,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,5,-117.09355,32.79348,1,60730096022,60730096022,6073,6,7314,7314,995,1,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,3,,7,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,996,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015275,162.721232637982
2201527601,1,1,0,0,6,6,2,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,1,1,1,5,-117.19767,32.73237,1,60730062001,60730062001,6073,6,7310,7310,100,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,20,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,6,0,0,1,0,996,995,995,,1,0,0,0,0,0,0,0,0,7,995,995,995,995,995,995,996,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015276,197.851085222554
2201527602,2,1,0,1,6,6,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,2,0,1,1,1,5,-117.10218,32.90975,1,60730170226,60730170226,6073,6,7308,7308,100,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,6,,3,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,995,995,995,995,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,7,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,1,995,995,995,995,995,995,995,22015276,197.851085222554
2201527603,3,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,2,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.24033,33.07209,1,60730171092,60730171092,6073,6,7309,7309,1,2,996,1,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22015276,197.851085222554
2201527604,4,0,1,2,2,2,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,,995,1,995,995,995,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,-117.24033,33.07209,1,60730171092,60730171092,6073,6,7309,7309,1,2,996,1,5,0,,,995,,,,,,,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,22015276,197.851085222554
2201533301,1,1,0,0,9,11,995,0,0,0,0,0,0,1,,1,0,0,0,0,0,,0,1,1,2,1,1,1,-117.1826,32.82135,1,60730085074,60730085074,6073,6,7315,7315,100,996,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,14,,3,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,995,995,995,995,995,995,995,22015333,666.613918677297
2201533302,2,1,0,5,11,14,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,,0,1,0,5,1,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,0,,,995,,,,,,,1,7,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22015333,666.613918677297
2201535601,1,1,0,0,9,11,995,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,1,0,5,0,995,995,,,995,,,,,,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,6,2,,,995,,,,,,,995,995,995,995,995,1,-117.08984,32.69024,1,60730119023,6073,6,7321,60730119023,7321,1,6,1,0,0,0,996,995,995,,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,995,995,995,995,995,995,995,22015356,555.619663462895
