,CVS_Distance
DI,11.81251776641821
DW,10.648007577764787
DR,7.610806252306002
DS,8.09360781118755
DT,9.106196347353393
LI,9.72430109896477
LW,22.81301271162606
LR,7.313584527117237
LS,8.042987483673459
LT,2.719720253465727
MI,13.609859552128196
MW,11.652634463154277
MR,11.400862328111936
MS,5.263891378704221
MT,9.499663408841867
HI,14.113449473355555
HW,14.807523176292376
HR,15.034662066241074
HS,4.624875878038835
HT,12.813346135323165
